2123,ΔΗΜΟΣ,ΚΟΡΩΝΕΙΑΣ,21
2125,ΔΗΜΟΣ,ΛΑΓΚΑΔΑ,21
2126,ΔΗΜΟΣ,ΛΑΧΑΝΑ,21
2138,ΔΗΜΟΣ,ΣΟΧΟΥ,21
2103,ΔΗΜΟΣ,ΑΓΙΟΥ ΠΑΥΛΟΥ,21
2132,ΔΗΜΟΣ,ΝΕΑΠΟΛΕΩΣ,21
2134,ΔΗΜΟΣ,ΠΕΥΚΩΝ,21
2140,ΔΗΜΟΣ,ΣΥΚΕΩΝ,21
2114,ΔΗΜΟΣ,ΕΥΚΑΡΠΙΑΣ,21
2135,ΔΗΜΟΣ,ΠΟΛΙΧΝΗΣ,21
2139,ΔΗΜΟΣ,ΣΤΑΥΡΟΥΠΟΛΕΩΣ,21
2133,ΔΗΜΟΣ,ΠΑΝΟΡΑΜΑΤΟΣ,21
2136,ΔΗΜΟΣ,ΠΥΛΑΙΑΣ,21
2144,ΔΗΜΟΣ,ΧΟΡΤΙΑΤΗ,21
2101,ΔΗΜΟΣ,ΑΓΙΟΥ ΑΘΑΝΑΣΙΟΥ,21
2124,ΔΗΜΟΣ,ΚΟΥΦΑΛΙΩΝ,21
2143,ΔΗΜΟΣ,ΧΑΛΚΗΔΟΝΟΣ,21
2121,ΔΗΜΟΣ,ΚΑΛΛΙΘΕΑΣ,21
2131,ΔΗΜΟΣ,ΜΥΓΔΟΝΙΑΣ,21
2145,ΔΗΜΟΣ,ΩΡΑΙΟΚΑΣΤΡΟΥ,21
2802,ΔΗΜΟΣ,ΓΑΛΛΙΚΟΥ,28
2804,ΔΗΜΟΣ,ΔΟΪΡΑΝΗΣ,28
2806,ΔΗΜΟΣ,ΚΙΛΚΙΣ,28
2807,ΔΗΜΟΣ,ΚΡΟΥΣΣΩΝ,28
2809,ΔΗΜΟΣ,ΜΟΥΡΙΩΝ,28
2810,ΔΗΜΟΣ,ΠΙΚΡΟΛΙΜΝΗΣ,28
2812,ΔΗΜΟΣ,ΧΕΡΣΟΥ,28
2801,ΔΗΜΟΣ,ΑΞΙΟΥΠΟΛΗΣ,28
2803,ΔΗΜΟΣ,ΓΟΥΜΕΝΙΣΣΑΣ,28
2805,ΔΗΜΟΣ,ΕΥΡΩΠΟΥ,28
2808,ΚΟΙΝ.,ΛΙΒΑΔΙΩΝ,28
2811,ΔΗΜΟΣ,ΠΟΛΥΚΑΣΤΡΟΥ,28
4101,ΔΗΜΟΣ,ΑΡΙΔΑΙΑΣ,41
4105,ΔΗΜΟΣ,ΕΞΑΠΛΑΤΑΝΟΥ,41
4102,ΔΗΜΟΣ,ΒΕΓΟΡΙΤΙΔΑΣ,41
4104,ΔΗΜΟΣ,ΕΔΕΣΣΑΣ,41
4103,ΔΗΜΟΣ,ΓΙΑΝΝΙΤΣΩΝ,41
4106,ΔΗΜΟΣ,ΚΡΥΑΣ ΒΡΥΣΗΣ,41
4107,ΔΗΜΟΣ,ΚΥΡΡΟΥ,41
4108,ΔΗΜΟΣ,ΜΕΓΑΛΟΥ ΑΛΕΞΑΝΔΡΟΥ,41
4110,ΔΗΜΟΣ,ΠΕΛΛΑΣ,41
4109,ΔΗΜΟΣ,ΜΕΝΗΙΔΟΣ,41
4111,ΔΗΜΟΣ,ΣΚΥΔΡΑΣ,41
4202,ΔΗΜΟΣ,ΑΝΑΤΟΛΙΚΟΥ ΟΛΥΜΠΟΥ,42
4203,ΔΗΜΟΣ,ΔΙΟΥ,42
4208,ΔΗΜΟΣ,ΛΙΤΟΧΩΡΟΥ,42
4204,ΔΗΜΟΣ,ΕΛΑΦΙΝΑΣ,42
4205,ΔΗΜΟΣ,ΚΑΤΕΡΙΝΗΣ,42
4207,ΔΗΜΟΣ,ΚΟΡΙΝΟΥ,42
4210,ΔΗΜΟΣ,ΠΑΡΑΛΙΑΣ,42
4211,ΔΗΜΟΣ,ΠΕΤΡΑΣ,42
4212,ΔΗΜΟΣ,ΠΙΕΡΙΩΝ,42
4201,ΔΗΜΟΣ,ΑΙΓΙΝΙΟΥ,42
4206,ΔΗΜΟΣ,ΚΟΛΙΝΔΡΟΥ,42
4209,ΔΗΜΟΣ,ΜΕΘΩΝΗΣ,42
4213,ΔΗΜΟΣ,ΠΥΔΝΑΣ,42
4703,ΔΗΜΟΣ,ΑΜΦΙΠΟΛΗΣ,47
4712,ΔΗΜΟΣ,ΚΟΡΜΙΣΤΑΣ,47
4719,ΔΗΜΟΣ,ΠΡΩΤΗΣ,47
4720,ΔΗΜΟΣ,ΡΟΔΟΛΙΒΟΥΣ,47
4705,ΔΗΜΟΣ,ΑΧΙΝΟΥ,47
4707,ΔΗΜΟΣ,ΒΙΣΑΛΤΙΑΣ,47
4715,ΔΗΜΟΣ,ΝΙΓΡΙΤΗΣ,47
4727,ΔΗΜΟΣ,ΤΡΑΓΙΛΟΥ,47
4708,ΔΗΜΟΣ,ΕΜΜΑΝΟΥΗΛ ΠΑΠΠΑ,47
4725,ΔΗΜΟΣ,ΣΤΡΥΜΩΝΑ,47
4709,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΑΣ,47
4723,ΔΗΜΟΣ,ΣΚΟΤΟΥΣΣΗΣ,47
4726,ΔΗΜΟΣ,ΣΤΡΥΜΟΝΙΚΟΥ,47
4702,ΔΗΜΟΣ,ΑΛΙΣΤΡΑΤΗΣ,47
4714,ΔΗΜΟΣ,ΝΕΑΣ ΖΙΧΝΗΣ,47
4704,ΚΟΙΝ.,ΑΝΩ ΒΡΟΝΤΟΥΣ,47
4710,ΔΗΜΟΣ,ΚΑΠΕΤΑΝ  ΜΗΤΡΟΥΣΙΟΥ,47
4713,ΔΗΜΟΣ,ΛΕΥΚΩΝΑ,47
4716,ΚΟΙΝ.,ΟΡΕΙΝΗΣ,47
4721,ΔΗΜΟΣ,ΣΕΡΡΩΝ,47
4724,ΔΗΜΟΣ,ΣΚΟΥΤΑΡΕΩΣ,47
4701,ΚΟΙΝ.,ΑΓΚΙΣΤΡΟΥ,47
4706,ΚΟΙΝ.,ΑΧΛΑΔΟΧΩΡΙΟΥ,47
4711,ΔΗΜΟΣ,ΚΕΡΚΙΝΗΣ,47
4717,ΔΗΜΟΣ,ΠΕΤΡΙΤΣΙΟΥ,47
4718,ΚΟΙΝ.,ΠΡΟΜΑΧΩΝΟΣ,47
4722,ΔΗΜΟΣ,ΣΙΔΗΡΟΚΑΣΤΡΟΥ,47
5202,ΔΗΜΟΣ,ΑΡΝΑΙΑΣ,52
5209,ΔΗΜΟΣ,ΠΑΝΑΓΙΑΣ,52
5212,ΔΗΜΟΣ,ΣΤΑΓΕΙΡΩΝ-ΑΚΑΝΘΟΥ,52
5205,ΔΗΜΟΣ,ΚΑΣΣΑΝΔΡΑΣ,52
5208,ΔΗΜΟΣ,ΠΑΛΛΗΝΗΣ,52
5204,ΔΗΜΟΣ,ΚΑΛΛΙΚΡΑΤΕΙΑΣ,52
5206,ΔΗΜΟΣ,ΜΟΥΔΑΝΙΩΝ,52
5214,ΔΗΜΟΣ,ΤΡΙΓΛΙΑΣ,52
5201,ΔΗΜΟΣ,ΑΝΘΕΜΟΥΝΤΑ,52
5203,ΔΗΜΟΣ,ΖΕΡΒΟΧΩΡΙΩΝ,52
5207,ΔΗΜΟΣ,ΟΡΜΥΛΙΑΣ,52
5210,ΔΗΜΟΣ,ΠΟΛΥΓΥΡΟΥ,52
5211,ΔΗΜΟΣ,ΣΙΘΩΝΙΑΣ,52
5213,ΔΗΜΟΣ,ΤΟΡΩΝΗΣ,52
0901,ΚΟΙΝ.,ΑΒΔΕΛΛΑΣ,9
0909,ΔΗΜΟΣ,ΑΓΙΟΥ ΚΟΣΜΑ,9
0902,ΔΗΜΟΣ,ΒΕΝΤΖΙΟΥ,9
0903,ΔΗΜΟΣ,ΓΟΡΓΙΑΝΗΣ,9
0904,ΔΗΜΟΣ,ΓΡΕΒΕΝΩΝ,9
0906,ΚΟΙΝ.,ΔΟΤΣΙΚΟΥ,9
0907,ΔΗΜΟΣ,ΗΡΑΚΛΕΩΤΩΝ,9
0908,ΔΗΜΟΣ,ΘΕΟΔΩΡΟΥ ΖΙΑΚΑ,9
0910,ΚΟΙΝ.,ΜΕΣΟΛΟΥΡΙΟΥ,9
0911,ΚΟΙΝ.,ΠΕΡΙΒΟΛΙΟΥ,9
0912,ΚΟΙΝ.,ΣΑΜΑΡΙΝΑ,9
0913,ΚΟΙΝ.,ΣΜΙΞΗΣ,9
0914,ΚΟΙΝ.,ΦΙΛΙΠΠΑΙΩΝ,9
0905,ΔΗΜΟΣ,ΔΕΣΚΑΤΗΣ,9
0915,ΔΗΜΟΣ,ΧΑΣΙΩΝ,9
2501,ΔΗΜΟΣ,ΑΓΙΑΣ ΤΡΙΑΔΟΣ,25
2502,ΔΗΜΟΣ,ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,25
2506,ΔΗΜΟΣ,ΒΙΤΣΙΟΥ,25
2509,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,25
2510,ΚΟΙΝ.,ΚΑΣΤΡΑΚΙΟΥ,25
2511,ΔΗΜΟΣ,ΚΛΕΙΣΟΥΡΑΣ,25
2512,ΔΗΜΟΣ,ΚΟΡΕΣΤΙΩΝ,25
2513,ΔΗΜΟΣ,ΜΑΚΕΔΝΩΝ,25
2504,ΔΗΜΟΣ,ΜΕΣΟΠΟΤΑΜΙΑΣ,25
2503,ΔΗΜΟΣ,ΑΚΡΙΤΩΝ,25
2505,ΚΟΙΝ.,ΑΡΡΕΝΩΝ,25
2507,ΚΟΙΝ.,ΓΡΑΜΟΥ,25
2514,ΔΗΜΟΣ,ΝΕΣΤΟΡΙΟΥ,25
2515,ΔΗΜΟΣ,ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ,25
2508,ΔΗΜΟΣ,ΙΩΝΟΣ ΔΡΑΓΟΥΜΗ,25
2903,ΔΗΜΟΣ,ΑΣΚΙΟΥ,29
2914,ΔΗΜΟΣ,ΝΕΑΠΟΛΗΣ,29
2915,ΚΟΙΝ.,ΠΕΝΤΑΛΟΦΟΥ,29
2918,ΔΗΜΟΣ,ΣΙΑΤΙΣΤΑΣ,29
2919,ΔΗΜΟΣ,ΤΣΟΤΥΛΙΟΥ,29
2901,ΔΗΜΟΣ,ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,29
2905,ΔΗΜΟΣ,ΒΕΡΜΙΟΥ,29
2906,ΚΟΙΝ.,ΒΛΑΣΤΗΣ,29
2913,ΔΗΜΟΣ,ΜΟΥΡΙΚΙΟΥ,29
2916,ΔΗΜΟΣ,ΠΤΟΛΕΜΑΪΔΑΣ,29
2902,ΔΗΜΟΣ,ΑΙΑΝΗΣ,29
2907,ΔΗΜΟΣ,ΔΗΜΗΤΡΙΟΥ ΥΨΗΛΑΝΤΗ,29
2908,ΔΗΜΟΣ,ΕΛΙΜΕΙΑΣ,29
2909,ΔΗΜΟΣ,ΕΛΛΗΣΠΟΝΤΟΥ,29
2911,ΔΗΜΟΣ,ΚΟΖΑΝΗΣ,29
2904,ΔΗΜΟΣ,ΒΕΛΒΕΝΤΟΥ,29
2910,ΔΗΜΟΣ,ΚΑΜΒΟΥΝΙΩΝ,29
2912,ΚΟΙΝ.,ΛΙΒΑΔΕΡΟΥ,29
2917,ΔΗΜΟΣ,ΣΕΡΒΙΩΝ,29
5001,ΔΗΜΟΣ,ΑΕΤΟΥ,50
5002,ΔΗΜΟΣ,ΑΜΥΝΤΑΙΟΥ,50
5003,ΚΟΙΝ.,ΒΑΡΙΚΟΥ,50
5006,ΚΟΙΝ.,ΛΕΧΟΒΟΥ,50
5008,ΚΟΙΝ.,ΝΥΜΦΑΙΟΥ,50
5011,ΔΗΜΟΣ,ΦΙΛΩΤΑ,50
5005,ΚΟΙΝ.,ΚΡΥΣΤΑΛΛΟΠΗΓΗΣ,50
5010,ΔΗΜΟΣ,ΠΡΕΣΠΩΝ,50
5004,ΔΗΜΟΣ,ΚΑΤΩ ΚΛΕΙΝΩΝ,50
5007,ΔΗΜΟΣ,ΜΕΛΙΤΗΣ,50
5009,ΔΗΜΟΣ,ΠΕΡΑΣΜΑΤΟΣ,50
5012,ΔΗΜΟΣ,ΦΛΩΡΙΝΑΣ,50
0603,ΔΗΜΟΣ,ΑΜΒΡΑΚΙΚΟΥ,6
0605,ΔΗΜΟΣ,ΑΡΤΑΙΩΝ,6
0606,ΔΗΜΟΣ,ΒΛΑΧΕΡΝΩΝ,6
0613,ΔΗΜΟΣ,ΞΗΡΟΒΟΥΝΙΟΥ,6
0616,ΔΗΜΟΣ,ΦΙΛΟΘΕΗΣ,6
0607,ΔΗΜΟΣ,ΓΕΩΡΓΙΟΥ ΚΑΡΑΪΣΚΑΚΗ,6
0608,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΑΣ,6
0615,ΔΗΜΟΣ,ΤΕΤΡΑΦΥΛΙΑΣ,6
0601,ΔΗΜΟΣ,ΑΓΝΑΝΤΩΝ,6
0602,ΔΗΜΟΣ,ΑΘΑΜΑΝΙΑΣ,6
0609,ΚΟΙΝ.,ΘΕΟΔΩΡΙΑΝΩΝ,6
0612,ΚΟΙΝ.,ΜΕΛΙΣΣΟΥΡΓΩΝ,6
0604,ΔΗΜΟΣ,ΑΡΑΧΘΟΥ,6
0610,ΚΟΙΝ.,ΚΟΜΜΕΝΟΥ,6
0611,ΔΗΜΟΣ,ΚΟΜΠΟΤΙΟΥ,6
0614,ΔΗΜΟΣ,ΠΕΤΑ,6
2002,ΔΗΜΟΣ,ΗΓΟΥΜΕΝΙΤΣΗΣ,20
2003,ΔΗΜΟΣ,ΜΑΡΓΑΡΙΤΙΟΥ,20
2005,ΔΗΜΟΣ,ΠΑΡΑΠΟΤΑΜΟΥ,20
2006,ΚΟΙΝ.,ΠΕΡΔΙΚΑΣ,20
2009,ΔΗΜΟΣ,ΣΥΒΟΤΩΝ,20
2001,ΔΗΜΟΣ,ΑΧΕΡΟΝΤΑ,20
2004,ΔΗΜΟΣ,ΠΑΡΑΜΥΘΙΑΣ,20
2008,ΚΟΙΝ.,ΣΟΥΛΙΟΥ,20
2007,ΔΗΜΟΣ,ΣΑΓΙΑΔΑΣ,20
2010,ΔΗΜΟΣ,ΦΙΛΙΑΤΩΝ,20
2207,ΚΟΙΝ.,ΒΑΘΥΠΕΔΟΥ,22
2218,ΚΟΙΝ.,ΚΑΛΑΡΡΥΤΩΝ,22
2220,ΔΗΜΟΣ,ΚΑΤΣΑΝΟΧΩΡΙΩΝ,22
2225,ΚΟΙΝ.,ΜΑΤΣΟΥΚΙΟΥ,22
2235,ΔΗΜΟΣ,ΠΡΑΜΑΝΤΩΝ,22
2238,ΚΟΙΝ.,ΣΥΡΡΑΚΟΥ,22
2239,ΔΗΜΟΣ,ΤΖΟΥΜΕΡΚΩΝ,22
2201,ΔΗΜΟΣ,ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,22
2212,ΔΗΜΟΣ,ΔΩΔΩΝΗΣ,22
2210,ΔΗΜΟΣ,ΛΑΚΚΑΣ ΣΟΥΛΙΟΥ,22
2237,ΔΗΜΟΣ,ΣΕΛΛΩΝ,22
2204,ΔΗΜΟΣ,ΑΝΑΤΟΛΙΚΟΥ ΖΑΓΟΡΙΟΥ,22
2208,ΚΟΙΝ.,ΒΟΒΟΥΣΗΣ,22
2221,ΔΗΜΟΣ,ΚΕΝΤΡΙΚΟΥ ΖΑΓΟΡΙΟΥ,22
2232,ΚΟΙΝ.,ΠΑΠΙΓΚΟΥ,22
2240,ΔΗΜΟΣ,ΤΥΜΦΗΣ,22
2214,ΔΗΜΟΣ,ΕΚΑΛΗΣ,22
2215,ΔΗΜΟΣ,ΕΥΡΥΜΕΝΩΝ,22
2216,ΔΗΜΟΣ,ΖΙΤΣΑΣ,22
2228,ΔΗΜΟΣ,ΜΟΛΟΣΣΩΝ,22
2233,ΔΗΜΟΣ,ΠΑΣΑΡΩΝΟΣ,22
2203,ΔΗΜΟΣ,ΑΝΑΤΟΛΗΣ,22
2217,ΔΗΜΟΣ,ΙΩΑΝΝΙΤΩΝ,22
2229,ΔΗΜΟΣ,ΜΠΙΖΑΝΙΟΥ,22
2230,ΚΟΙΝ.,ΝΗΣΟΥ ΙΩΑΝΝΙΝΩΝ,22
2231,ΔΗΜΟΣ,ΠΑΜΒΩΤΙΔΟΣ,22
2234,ΔΗΜΟΣ,ΠΕΡΑΜΑΤΟΣ,22
2202,ΚΟΙΝ.,ΑΕΤΟΜΗΛΙΤΣΗΣ,22
2211,ΚΟΙΝ.,ΔΙΣΤΡΑΤΟΥ,22
2222,ΔΗΜΟΣ,ΚΟΝΙΤΣΑΣ,22
2224,ΔΗΜΟΣ,ΜΑΣΤΟΡΟΧΩΡΙΩΝ,22
2241,ΚΟΙΝ.,ΦΟΥΡΚΑΣ,22
2213,ΔΗΜΟΣ,ΕΓΝΑΤΙΑΣ,22
2226,ΔΗΜΟΣ,ΜΕΤΣΟΒΟΥ,22
2227,ΚΟΙΝ.,ΜΗΛΕΑΣ,22
2205,ΔΗΜΟΣ,ΑΝΩ ΚΑΛΑΜΑ,22
2206,ΔΗΜΟΣ,ΑΝΩ ΠΩΓΩΝΙΟΥ,22
2209,ΔΗΜΟΣ,ΔΕΛΒΙΝΑΚΙΟΥ,22
2219,ΔΗΜΟΣ,ΚΑΛΠΑΚΙΟΥ,22
2223,ΚΟΙΝ.,ΛΑΒΔΑΝΗΣ,22
2236,ΚΟΙΝ.,ΠΩΓΩΝΙΑΝΗΣ,22
4301,ΔΗΜΟΣ,ΑΝΩΓΕΙΟΥ,43
4303,ΔΗΜΟΣ,ΘΕΣΠΡΩΤΙΚΟΥ,43
4304,ΚΟΙΝ.,ΚΡΑΝΕΑΣ,43
4309,ΔΗΜΟΣ,ΦΙΛΙΠΠΙΑΔΟΣ,43
4306,ΔΗΜΟΣ,ΠΑΡΓΑΣ,43
4308,ΔΗΜΟΣ,ΦΑΝΑΡΙΟΥ,43
4302,ΔΗΜΟΣ,ΖΑΛΟΓΓΟΥ,43
4305,ΔΗΜΟΣ,ΛΟΥΡΟΥ,43
4307,ΔΗΜΟΣ,ΠΡΕΒΕΖΗΣ,43
2401,ΚΟΙΝ.,ΑΝΑΤΟΛΙΚΗΣ ΑΡΓΙΘΕΑΣ,24
2402,ΔΗΜΟΣ,ΑΡΓΙΘΕΑΣ,24
2404,ΔΗΜΟΣ,ΑΧΕΛΩΟΥ,24
2406,ΔΗΜΟΣ,ΙΤΑΜΟΥ,24
2407,ΔΗΜΟΣ,ΚΑΛΛΙΦΩΝΙΟΥ,24
2408,ΔΗΜΟΣ,ΚΑΜΠΟΥ,24
2409,ΔΗΜΟΣ,ΚΑΡΔΙΤΣΑΣ,24
2411,ΔΗΜΟΣ,ΜΗΤΡΟΠΟΛΗΣ,24
2413,ΔΗΜΟΣ,ΝΕΒΡΟΠΟΛΗΣ ΑΓΡΑΦΩΝ,24
2416,ΔΗΜΟΣ,ΠΛΑΣΤΗΡΑ,24
2405,ΔΗΜΟΣ,ΙΘΩΜΗΣ,24
2412,ΔΗΜΟΣ,ΜΟΥΖΑΚΙΟΥ,24
2415,ΔΗΜΟΣ,ΠΑΜΙΣΟΥ,24
2414,ΔΗΜΟΣ,ΠΑΛΑΜΑ,24
2418,ΔΗΜΟΣ,ΣΕΛΛΑΝΩΝ,24
2421,ΔΗΜΟΣ,ΦΥΛΛΟΥ,24
2403,ΔΗΜΟΣ,ΑΡΝΗΣ,24
2410,ΔΗΜΟΣ,ΜΕΝΕΛΑΪΔΑΣ,24
2417,ΔΗΜΟΣ,ΡΕΝΤΙΝΗΣ,24
2419,ΔΗΜΟΣ,ΣΟΦΑΔΩΝ,24
2420,ΔΗΜΟΣ,ΤΑΜΑΣΙΟΥ,24
3301,ΔΗΜΟΣ,ΑΓΙΑΣ,33
3311,ΔΗΜΟΣ,ΕΥΡΥΜΕΝΩΝ,33
3317,ΔΗΜΟΣ,ΛΑΚΕΡΕΙΑΣ,33
3321,ΔΗΜΟΣ,ΜΕΛΙΒΟΙΑΣ,33
3304,ΔΗΜΟΣ,ΑΝΤΙΧΑΣΙΩΝ,33
3306,ΚΟΙΝ.,ΒΕΡΔΙΚΟΥΣΗΣ,33
3309,ΔΗΜΟΣ,ΕΛΑΣΣΟΝΑΣ,33
3312,ΚΟΙΝ.,ΚΑΡΥΑΣ,33
3319,ΔΗΜΟΣ,ΛΙΒΑΔΙΟΥ,33
3325,ΔΗΜΟΣ,ΟΛΥΜΠΟΥ,33
3328,ΔΗΜΟΣ,ΠΟΤΑΜΙΑΣ,33
